*,name,satellites,radius_km,semi_major_axis_au,eccentricity,inclination_deg,argument_of_periapsis_deg,longitude_of_ascending_node_deg,mean_anomaly_deg,density_g_cm3,type,,,,,,,,,,,SolSys_ID,Domain_ID
KBO,2000 QL251,1,74 km,47.62 AU,0.214,3.67°,99.05°,223.32°,33.24°,?,,,,,,,,,,,,1311,14
*,☾,S/2006 (612176) 1,72 km,"7,000 km",?,?,,,,?,,,,,,,,,,,,1312,14
KBO,2005 RS43,0,186 km,47.731 AU,0.196,10.02°,266.04°,46.398°,53.01°,?,,,,,,,,,,,,1313,14
KBO,2014 UH192,0,117 km,47.646 AU,0.254,15.884°,47.242°,3.886°,3.983°,?,,,,,,,,,,,,1314,14
KBO,2013 GG138,0,103 km,47.73 AU,0.024,24.54°,131°,215.17°,237°,?,,,,,,,,,,,,1315,14
KBO,2013 HV156,0,217 km,47.758 AU,0.179,18.137°,185.13°,168.75°,282.69°,?,,,,,,,,,,,,1316,14
KBO,2014 NC66,0,91 km,47.784 AU,0.226,43.78°,199.06°,133.8°,7.78°,?,,,,,,,,,,,,1317,14
KBO,2004 HP79,0,97 km,47.81 AU,0.187,2.248°,59.89°,173.916°,354.45°,?,,,,,,,,,,,,1318,14
KBO,2007 JJ43,0,280 km,47.82 AU,0.158,12.062°,9.02°,272.493°,331.84°,?,,,,,,,,,,,,1319,14
KBO,2014 DO143,0,145 km,47.85 AU,0.107,4.17°,331°,180.62°,349°,?,,,,,,,,,,,,1320,14
KBO,2010 EP65,0,167 km,47.88 AU,0.309,18.8°,351.7°,205°,359.8°,?,,,,,,,,,,,,1321,14
KBO,2017 FQ161,0,117 km,47.87 AU,0.265,8.21°,5°,31.16°,127°,?,,,,,,,,,,,,1322,14
KBO,2015 BE519,0,157 km,47.976 AU,0.065,24.68°,294.87°,153.1°,69.2°,?,,,,,,,,,,,,1323,14
KBO,2015 SW20,0,108 km,48 AU,0.335,1.08°,334.2°,110.54°,306°,?,,,,,,,,,,,,1324,14
KBO,2002 WC19,1,169 km,48.01 AU,0.265,9.175°,44.356°,109.755°,316.02°,1.97 g/cm3,,,,,,,,,,,,1325,14
*,☾,S/2007 (119979) 1,41 km,"4,092 km",0.21,?,,,,?,,,,,,,,,,,,1326,14
KBO,2014 JS80,0,152 km,48.03 AU,0.166,15.1°,174.5°,125.88°,357.1°,?,,,,,,,,,,,,1327,14
KBO,2012 XR157,0,111 km,48.033 AU,0.23,29.97°,275.54°,223.58°,317.79°,?,,,,,,,,,,,,1328,14
CEN,2014 JV80,0,84 km,48.033 AU,0.4,8.224°,149.511°,127.063°,1.875°,?,,,,,,,,,,,,1329,10
CEN,2013 RE158,0,54 km,48.078 AU,0.395,28.249°,84.697°,173.934°,42.166°,?,,,,,,,,,,,,1330,10
KBO,2013 VJ24,0,103 km,48.08 AU,0.145,8.522°,133.5°,87.88°,151.5°,?,,,,,,,,,,,,1331,14
KBO,2012 JH67,0,158 km,48.12 AU,0.276,6.61°,165.01°,329.09°,64.6°,?,,,,,,,,,,,,1332,14
KBO,2001 UP18,0,145 km,48.12 AU,0.071,1.17°,141.5°,105.5°,148.3°,?,,,,,,,,,,,,1333,14
KBO,2013 FZ27,0,279 km,48.143 AU,0.212,14.059°,341.93°,285.22°,282.75°,?,,,,,,,,,,,,1334,14
KBO,2005 CA79,0,195 km,48.183 AU,0.229,11.668°,69.9°,50.17°,7.6°,?,,,,,,,,,,,,1335,14
KBO,2012 KW51,0,102 km,48.198 AU,0.237,11.653°,124.277°,161.996°,326.74°,?,,,,,,,,,,,,1336,14
KBO,2003 FE128,1,76 km,48.22 AU,0.256,3.38°,53.62°,169.12°,6.63°,?,,,,,,,,,,,,1337,14
*,☾,S/2012 (469505) 1,56 km,"2,140 km",?,?,,,,?,,,,,,,,,,,,1338,14
KBO,2014 UT224,0,95 km,48.27 AU,0.27,3.87°,329.13°,81.8°,14.14°,?,,,,,,,,,,,,1339,14
KBO,2013 UK15,0,123 km,48.32 AU,0.191,11.693°,32.3°,119.41°,240.7°,?,,,,,,,,,,,,1340,14
CEN,2004 TU357,0,70 km,48.586 AU,0.469,7.016°,343.609°,14.377°,15.525°,?,,,,,,,,,,,,1341,10
SDO,2014 QL441,0,99 km,48.616 AU,0.26,26.327°,289.86°,75.72°,17.02°,?,,,,,,,,,,,,1342,15
KBO,2001 YH140,0,173 km,48.725 AU,0.144,11.069°,356.62°,108.84°,19.455°,?,,,,,,,,,,,,1343,14
KBO,2013 GQ136,0,111 km,48.8 AU,0.168,2.02°,156.9°,203.35°,231°,?,,,,,,,,,,,,1344,14
SDO,1999 KR16,0,132 km,48.81 AU,0.303,24.79°,59.2°,205.7°,344°,?,,,,,,,,,,,,1345,15
KBO,2000 AF255,0,152 km,48.87 AU,0.249,30.8°,197.9°,23.69°,277.2°,?,,,,,,,,,,,,1346,14
CEN,2013 JQ64,0,121 km,49.2 AU,0.54,34.84°,31.9°,71.57°,80°,?,,,,,,,,,,,,1347,10
SDO,2012 WG37,0,99 km,49.32 AU,0.342,14.32°,40.06°,106.97°,299.78°,?,,,,,,,,,,,,1348,15
KBO,2007 OC10,0,156 km,49.49 AU,0.12,21.66°,52.096°,258.149°,9.47°,?,,,,,,,,,,,,1349,14
SDO,2010 RF43,0,318 km,49.692 AU,0.246,30.638°,193.48°,25.32°,97.52°,?,,,,,,,,,,,,1350,15
SDO,2013 PV74,0,152 km,49.79 AU,0.226,2.27°,236.5°,48.87°,28.81°,?,,,,,,,,,,,,1351,15
SDO,2003 FY128,0,232 km,49.809 AU,0.256,11.757°,175.26°,341.68°,28.257°,?,,,,,,,,,,,,1352,15
SDO,2014 XW40,0,127 km,49.84 AU,0.308,16.5°,351.55°,234.37°,328.45°,?,,,,,,,,,,,,1353,15
CEN,2000 EE173,0,59 km,49.948 AU,0.547,5.949°,235.75°,294.044°,9.349°,?,,,,,,,,,,,,1354,10
SDO,2003 QX113,0,221 km,49.956 AU,0.246,6.726°,26.381°,158.07°,141.21°,?,,,,,,,,,,,,1355,15
SDO,2016 SP56,0,111 km,50.137 AU,0.262,19.997°,29.356°,75.335°,325.115°,?,,,,,,,,,,,,1356,15
SDO,2014 GV53,0,111 km,50.162 AU,0.275,17.814°,119.349°,148.393°,355.666°,?,,,,,,,,,,,,1357,15
SDO,2014 UR224,0,172 km,50.31 AU,0.221,10.67°,208.9°,244.23°,342.8°,?,,,,,,,,,,,,1358,15
SDO,2003 FM129,0,106 km,50.417 AU,0.276,17.93°,49.94°,209.76°,352.22°,?,,,,,,,,,,,,1359,15
SDO,2010 WM75,0,131 km,50.418 AU,0.163,22.56°,264.13°,223.08°,334.43°,?,,,,,,,,,,,,1360,15
SDO,2002 GZ31,0,99 km,50.44 AU,0.239,1.05°,164°,117.22°,335.1°,?,,,,,,,,,,,,1361,15
SDO,2010 VW11,0,172 km,50.7 AU,0.279,27.8°,259°,158.1°,359°,?,,,,,,,,,,,,1362,15
SDO,2017 OK69,0,138 km,50.7 AU,0.283,23.59°,290°,154.69°,239°,?,,,,,,,,,,,,1363,15
SDO,2012 FM87,0,114 km,50.718 AU,0.247,20.01°,310.943°,169.47°,35.77°,?,,,,,,,,,,,,1364,15
SDO,2014 WK509,0,273 km,50.838 AU,0.211,14.542°,135.1°,41.033°,271.5°,?,,,,,,,,,,,,1365,15
SDO,2015 RL258,0,111 km,50.921 AU,0.324,15.923°,19.526°,87.544°,230.883°,?,,,,,,,,,,,,1366,15
SDO,2015 DW248,0,133 km,51.181 AU,0.257,24.274°,134.437°,295.48°,59.905°,?,,,,,,,,,,,,1367,15
CEN,2018 AK39,0,140 km,51.3 AU,0.468,15.5°,215°,77.2°,182°,?,,,,,,,,,,,,1368,10
SDO,2014 GJ65,0,105 km,51.313 AU,0.218,46.59°,155.7°,110.83°,355.02°,?,,,,,,,,,,,,1369,15
SDO,2013 RM109,0,99 km,51.37 AU,0.229,14.284°,127.15°,261.07°,328.87°,?,,,,,,,,,,,,1370,15
SDO,2001 QW297,0,123 km,51.439 AU,0.233,17.08°,107.58°,141.06°,65.674°,?,,,,,,,,,,,,1371,15
SDO,2001 KG76,0,117 km,51.58 AU,0.343,1.55°,63.8°,96°,59.5°,?,,,,,,,,,,,,1372,15
CEN,2005 EB299,0,51 km,51.718 AU,0.509,0.71°,176.876°,351.413°,13.923°,?,,,,,,,,,,,,1373,10
CEN,2003 QW113,0,97 km,51.758 AU,0.492,6.902°,253.79°,160.271°,346.002°,?,,,,,,,,,,,,1374,10
SDO,2001 UR163,0,234 km,51.815 AU,0.286,0.753°,344.5°,301.39°,80.814°,?,,,,,,,,,,,,1375,15
SDO,2018 AX18,0,111 km,52.08 AU,0.293,20.55°,21°,204.04°,339°,?,,,,,,,,,,,,1376,15
SDO,2015 AS293,0,104 km,52.104 AU,0.363,34.41°,193.98°,88.43°,51.19°,?,,,,,,,,,,,,1377,15
CEN,2013 MY11,0,56 km,52.278 AU,0.588,14.508°,195.594°,99.739°,13.109°,?,,,,,,,,,,,,1378,10
SDO,2014 CP23,0,133 km,52.319 AU,0.271,28.51°,22.015°,145.86°,356.73°,?,,,,,,,,,,,,1379,15
SDO,2014 EZ51,0,313 km,52.398 AU,0.229,10.281°,330.11°,27.612°,269.18°,?,,,,,,,,,,,,1380,15
SDO,2014 FK72,0,88 km,52.4 AU,0.293,12.3°,230.04°,207.58°,85.02°,?,,,,,,,,,,,,1381,15
SDO,2014 HE200,0,114 km,52.41 AU,0.353,11.7°,131°,57.94°,9.34°,?,,,,,,,,,,,,1382,15
SDO,2013 TJ172,0,91 km,52.535 AU,0.296,27.33°,247.61°,176.426°,347.39°,?,,,,,,,,,,,,1383,15
SDO,2011 HP83,0,181 km,52.54 AU,0.313,28.6°,12.2°,207°,13.2°,?,,,,,,,,,,,,1384,15
SDO,1995 TL8,1,88 km,52.578 AU,0.24,0.25°,84.397°,260.007°,46.972°,?,,,,,,,,,,,,1385,15
*,☾,S/2002 (48639) 1,40 km,420 km,?,?,,,,?,,,,,,,,,,,,1386,15
SDO,2013 TJ159,0,95 km,52.78 AU,0.318,4.815°,173.9°,165.2°,13.67°,?,,,,,,,,,,,,1387,15
SDO,1999 HW11,0,106 km,52.9 AU,0.26,17.18°,324.3°,193.38°,39.72°,?,,,,,,,,,,,,1388,15
CEN,2010 WG9,0,53 km,52.901 AU,0.645,70.331°,293°,92.065°,10.821°,?,,,,,,,,,,,,1389,10
SDO,2014 OJ394,0,208 km,53.053 AU,0.229,34.77°,270.7°,299.24°,54.3°,?,,,,,,,,,,,,1390,15
SDO,2008 CT190,1,110 km,53.25 AU,0.348,38.82°,47.74°,103.59°,2.76°,?,,,,,,,,,,,,1391,15
*,☾,S/2012 (523624) 1,92 km,"1,300 km",?,?,,,,?,,,,,,,,,,,,1392,15
SDO,2013 SR102,0,138 km,53.325 AU,0.386,29.912°,8.71°,41.62°,308.4°,?,,,,,,,,,,,,1393,15
SDO,2010 FE49,0,103 km,53.325 AU,0.369,11.72°,131.16°,57.94°,17.16°,?,,,,,,,,,,,,1394,15
SDO,2001 XT254,0,87 km,53.391 AU,0.328,0.517°,133.36°,359.55°,359.98°,?,,,,,,,,,,,,1395,15
SDO,2015 BH519,0,111 km,53.655 AU,0.325,27.89°,241.28°,7.33°,336.05°,?,,,,,,,,,,,,1396,15
SDO,2014 JU80,0,147 km,53.68 AU,0.331,11.5°,34.61°,157.98°,34.32°,?,,,,,,,,,,,,1397,15
SDO,2016 TS97,0,133 km,53.895 AU,0.327,32.261°,65.834°,146.447°,187.505°,?,,,,,,,,,,,,1398,15
SDO,2015 GR50,0,106 km,53.9 AU,0.291,4.49°,20°,22.3°,147°,?,,,,,,,,,,,,1399,15
SDO,2000 PE30,0,133 km,54.06 AU,0.339,18.44°,147°,127°,26.8°,?,,,,,,,,,,,,1400,15
SDO,2016 FX58,0,138 km,54.125 AU,0.286,23°,327.8°,332.1°,271.8°,?,,,,,,,,,,,,1401,15
SDO,2011 BT163,0,146 km,54.14 AU,0.336,32.611°,112.24°,323.52°,42.7°,?,,,,,,,,,,,,1402,15
CEN,2015 DU249,0,176 km,54.23 AU,0.359,18.909°,100.14°,243.26°,160°,?,,,,,,,,,,,,1403,10
SDO,2005 CG81,0,106 km,54.28 AU,0.242,26.09°,56.02°,134.63°,335.45°,?,,,,,,,,,,,,1404,15
SDO,2010 TB192,0,107 km,54.243 AU,0.317,13.047°,108.4°,243.58°,24.58°,?,,,,,,,,,,,,1405,15
SDO,2014 QG442,0,92 km,54.297 AU,0.369,30.42°,243.03°,95.934°,34.84°,?,,,,,,,,,,,,1406,15
SDO,2012 AZ25,0,161 km,54.3 AU,0.332,17.74°,37.99°,187.49°,311.51°,?,,,,,,,,,,,,1407,15
SDO,1999 CC158,0,145 km,54.32 AU,0.279,18.7°,101.92°,337.007°,39.94°,?,,,,,,,,,,,,1408,15
SDO,2002 CY224,0,121 km,54.38 AU,0.351,15.69°,152.02°,147.49°,316.99°,?,,,,,,,,,,,,1409,15
SDO,2014 UD228,0,133 km,54.7 AU,0.335,7.023°,0.26°,245.99°,113.7°,?,,,,,,,,,,,,1410,15
SDO,2012 BA155,0,121 km,54.86 AU,0.374,14.384°,341.72°,228.46°,336.58°,?,,,,,,,,,,,,1411,15
SDO,1998 WA31,0,83 km,54.9 AU,0.427,9.47°,309.2°,20.82°,44.04°,?,,,,,,,,,,,,1412,15
SDO,2014 SK350,0,102 km,54.919 AU,0.273,17.349°,334.855°,115.413°,271.997°,?,,,,,,,,,,,,1413,15
SDO,2014 FV71,0,121 km,55 AU,0.314,27.05°,37°,202.2°,321°,?,,,,,,,,,,,,1414,15
SDO,2001 KC77,0,114 km,55.02 AU,0.356,12.907°,179.6°,57.833°,12.6°,?,,,,,,,,,,,,1415,15
SDO,2004 OJ14,0,136 km,55.1 AU,0.29,22.5°,130.2°,104.24°,44°,?,,,,,,,,,,,,1416,15
SDO,2015 BD519,0,129 km,55.13 AU,0.346,10.388°,95.13°,120.595°,317.4°,?,,,,,,,,,,,,1417,15
SDO,2014 FL70,0,110 km,55.13 AU,0.413,8.901°,25.1°,257.49°,288°,?,,,,,,,,,,,,1418,15
SDO,2015 AM281,0,224 km,55.137 AU,0.25,26.719°,158.18°,22.124°,335.33°,?,,,,,,,,,,,,1419,15
SDO,2015 GP50,0,111 km,55.244 AU,0.268,24.186°,129.318°,222.646°,216.9°,?,,,,,,,,,,,,1420,15
SDO,2002 TC302,0,279 km,55.275 AU,0.291,34.993°,86.312°,23.801°,327.19°,?,,,,,,,,,,,,1421,15
SDO,2010 DN93,0,239 km,55.287 AU,0.185,40.598°,32.315°,91.306°,41.383°,?,,,,,,,,,,,,1422,15
SDO,1999 CF119,0,91 km,55.4 AU,0.571,19.681°,200.05°,303.4°,1.748°,?,,,,,,,,,,,,1423,15
SDO,2011 BM170,0,132 km,55.446 AU,0.328,46.81°,97.53°,24.836°,18.061°,?,,,,,,,,,,,,1424,15
SDO,2014 FM72,0,127 km,55.456 AU,0.384,4.712°,135.202°,290.953°,78.721°,?,,,,,,,,,,,,1425,15
SDO,2005 XN113,0,100 km,55.465 AU,0.404,3.38°,148.42°,336.1°,339.63°,?,,,,,,,,,,,,1426,15
CEN,2021 DQ15,0,105 km,55.48 AU,0.417,3.05°,68.09°,248.63°,105.6°,?,,,,,,,,,,,,1427,10
SDO,2015 GN55,0,152 km,55.5 AU,0.412,8.307°,164°,188.6°,243°,?,,,,,,,,,,,,1428,15
SDO,2014 WS510,0,156 km,55.51 AU,0.375,8.89°,270.15°,161.9°,28.23°,?,,,,,,,,,,,,1429,15
SDO,2003 UY117,0,141 km,55.569 AU,0.415,7.53°,112.652°,265.257°,8.763°,?,,,,,,,,,,,,1430,15
SDO,2005 SD278,0,143 km,55.58 AU,0.281,17.85°,218.8°,152.7°,24.9°,?,,,,,,,,,,,,1431,15
SDO,2014 UA230,0,101 km,55.75 AU,0.229,12.65°,129.7°,10.37°,276.07°,?,,,,,,,,,,,,1432,15
SDO,2015 KG172,0,133 km,55.8 AU,0.259,32.23°,39°,53.14°,113°,?,,,,,,,,,,,,1433,15
SDO,2010 FD49,0,112 km,55.8 AU,0.428,10.72°,141.95°,66.32°,359.26°,?,,,,,,,,,,,,1434,15
SDO,2021 LL37,0,300 km,55.818 AU,0.357,9.95°,48.715°,345.422°,213.123°,?,,,,,,,,,,,,1435,15
SDO,2000 FE8,1,73 km,55.888 AU,0.406,5.861°,144.17°,3.879°,30.201°,1 g/cm3,,,,,,,,,,,,1436,15
*,☾,S/2007 (60621) 1,56 km,"1,180 km",?,?,,,,?,,,,,,,,,,,,1437,15
SDO,2014 AN55,0,271 km,55.92 AU,0.387,9.437°,307.63°,283.94°,317.05°,?,,,,,,,,,,,,1438,15
SDO,1999 DE9,0,234 km,56.002 AU,0.423,7.608°,160.236°,322.909°,25.385°,?,,,,,,,,,,,,1439,15
SDO,2014 HA200,0,262 km,56.03 AU,0.34,10.36°,137.92°,170.97°,313.61°,?,,,,,,,,,,,,1440,15
SDO,2010 JC80,0,128 km,56.03 AU,0.44,3.12°,218.5°,50.8°,348°,?,,,,,,,,,,,,1441,15
SDO,Zhulong,0,105 km,56.104 AU,0.415,0.806°,273.6°,318.9°,348.93°,?,,,,,,,,,,,,1442,15
SDO,2014 JX80,0,127 km,56.192 AU,0.363,28.86°,50.16°,196.382°,6.555°,?,,,,,,,,,,,,1443,15
SDO,1999 HB12,0,95 km,56.22 AU,0.421,13.137°,66.37°,166.34°,357.9°,?,,,,,,,,,,,,1444,15
CEN,2015 DV224,0,77 km,56.235 AU,0.609,29.517°,277.448°,209.282°,17.878°,?,,,,,,,,,,,,1445,10
SDO,2014 WY535,0,111 km,56.273 AU,0.365,26.59°,309.39°,188.504°,359.09°,?,,,,,,,,,,,,1446,15
SDO,2009 YG19,0,117 km,56.319 AU,0.415,5.14°,301.7°,99.2°,19.625°,?,,,,,,,,,,,,1447,15
SDO,2006 QS180,0,106 km,56.494 AU,0.317,27.359°,31.844°,299.762°,0.602°,?,,,,,,,,,,,,1448,15
SDO,2014 YH50,0,113 km,56.65 AU,0.319,40.77°,13.39°,102.19°,13.07°,?,,,,,,,,,,,,1449,15
SDO,2007 VK305,0,155 km,57.15 AU,0.36,20.28°,144°,172.47°,59.54°,?,,,,,,,,,,,,1450,15
SDO,2007 TB418,0,151 km,57.243 AU,0.405,6.545°,41.715°,94.542°,297.66°,?,,,,,,,,,,,,1451,15
SDO,2004 XR190,0,275 km,57.255 AU,0.107,46.794°,285.56°,252.4°,277.05°,?,,,,,,,,,,,,1452,15
SDO,2000 YW134,1,108 km,57.391 AU,0.286,19.866°,314.98°,127°,35.927°,?,,,,,,,,,,,,1453,15
*,☾,S/2005 (82075) 1,38 km,"1,900 km",?,?,,,,?,,,,,,,,,,,,1454,15
SDO,2000 CQ105,0,137 km,57.44 AU,0.39,19.64°,102.44°,130.61°,320.59°,?,,,,,,,,,,,,1455,15
CEN,2014 XO40,0,70 km,57.655 AU,0.719,26.922°,23.974°,212.08°,358.367°,?,,,,,,,,,,,,1456,10
SDO,2001 QX322,0,129 km,57.94 AU,0.325,28.514°,65.2°,254.92°,30.44°,?,,,,,,,,,,,,1457,15
SDO,2013 AP183,0,153 km,58.07 AU,0.368,3.332°,217.5°,193.3°,41.2°,?,,,,,,,,,,,,1458,15
SDO,2014 GL54,0,114 km,58.104 AU,0.366,29.78°,131.495°,105.32°,1.802°,?,,,,,,,,,,,,1459,15
SDO,2010 OE153,0,171 km,58.304 AU,0.389,33.17°,132.204°,134.68°,17.83°,?,,,,,,,,,,,,1460,15
SDO,2014 WD510,0,106 km,58.43 AU,0.345,19.04°,12.47°,79.37°,6.36°,?,,,,,,,,,,,,1461,15
SDO,Chiminigagua,1,383 km,58.555 AU,0.399,33.29°,139.752°,186.922°,215.947°,?,,,,,,,,,,,,1462,15
*,☾,S/2018 (532037) 1,93 km,"9,800 km",?,?,,,,?,,,,,,,,,,,,1463,15
SDO,2013 RO98,0,123 km,58.661 AU,0.394,18.775°,99.484°,292.62°,341°,?,,,,,,,,,,,,1464,15
SDO,2014 YE50,0,161 km,59.103 AU,0.376,26.92°,286.71°,121.24°,41.72°,?,,,,,,,,,,,,1465,15
SDO,2000 CM114,0,60 km,59.159 AU,0.409,19.66°,250.92°,312.29°,339.75°,?,,,,,,,,,,,,1466,15
*,☾,S/2006 (60458) 1,46 km,"2,497 km",?,?,,,,?,,,,,,,,,,,,1467,15
SDO,2013 JH64,0,137 km,59.6 AU,0.387,13.73°,60.68°,86°,49.02°,?,,,,,,,,,,,,1468,15
SDO,2010 EQ65,0,103 km,59.63 AU,0.577,24.86°,179.76°,337.64°,20.63°,?,,,,,,,,,,,,1469,15
SDO,2017 FO161,0,251 km,59.764 AU,0.43,54.35°,151.017°,164.985°,240.958°,?,,,,,,,,,,,,1470,15
SDO,2014 UN225,0,159 km,59.93 AU,0.351,53.134°,322.21°,68.64°,329.11°,?,,,,,,,,,,,,1471,15
SDO,2015 VJ168,0,151 km,59.951 AU,0.36,9.867°,212.965°,58.549°,115.21°,?,,,,,,,,,,,,1472,15
SDO,2015 SO21,0,94 km,60.122 AU,0.354,22.487°,254.978°,146.786°,325.016°,?,,,,,,,,,,,,1473,15
SDO,2006 BS284,0,101 km,60.22 AU,0.444,4.566°,248.08°,327.95°,329.79°,?,,,,,,,,,,,,1474,15
SDO,2014 GH54,0,121 km,60.24 AU,0.383,26.95°,199.9°,31.75°,356.7°,?,,,,,,,,,,,,1475,15
CEN,2014 WB536,0,58 km,60.109 AU,0.559,6.908°,121.821°,79.094°,1.153°,?,,,,,,,,,,,,1476,10
SDO,2015 RG279,0,94 km,60.42 AU,0.425,13.79°,264.4°,9.36°,52.22°,?,,,,,,,,,,,,1477,15
CEN,2015 RA279,0,84 km,60.516 AU,0.69,30.188°,303.53°,189.634°,328.078°,?,,,,,,,,,,,,1478,10
SDO,2014 XV40,0,133 km,60.976 AU,0.425,36.339°,62.813°,93.196°,355.217°,?,,,,,,,,,,,,1479,15
CEN,2013 UE15,0,56 km,61.09 AU,0.658,6.731°,18.935°,24.108°,9.805°,?,,,,,,,,,,,,1480,10
SDO,2013 AS183,0,94 km,61.102 AU,0.407,21.71°,320.75°,135.41°,22.59°,?,,,,,,,,,,,,1481,15
SDO,2003 FZ129,0,82 km,61.207 AU,0.379,5.8°,160.96°,28.07°,16.02°,?,,,,,,,,,,,,1482,15
SDO,2011 MV11,0,117 km,61.321 AU,0.399,14.438°,3.321°,10.5°,354.11°,?,,,,,,,,,,,,1483,15
SDO,2013 AT183,0,228 km,61.611 AU,0.422,28.125°,68.292°,304.59°,68.884°,?,,,,,,,,,,,,1484,15
CEN,2010 JE215,0,60 km,61.65 AU,0.558,11.206°,119.737°,128.47°,7.856°,?,,,,,,,,,,,,1485,10
SDO,2014 SV349,0,218 km,61.712 AU,0.432,17.785°,23.717°,56.651°,297.13°,?,,,,,,,,,,,,1486,15
SDO,2008 QY40,0,164 km,61.75 AU,0.404,25.15°,332.05°,43.2°,353.4°,?,,,,,,,,,,,,1487,15
SDO,2014 HF200,0,149 km,61.759 AU,0.426,9.71°,253.41°,21.497°,348.48°,?,,,,,,,,,,,,1488,15
SDO,2010 PT66,0,135 km,61.8 AU,0.426,18.45°,203.4°,108.86°,12.72°,?,,,,,,,,,,,,1489,15
SDO,2015 KH162,0,314 km,61.815 AU,0.328,28.903°,295.63°,201.01°,67.564°,?,,,,,,,,,,,,1490,15
SDO,2014 FX71,0,121 km,62.04 AU,0.457,17.73°,192.69°,275.84°,32.74°,?,,,,,,,,,,,,1491,15
SDO,2011 CY119,0,94 km,62.23 AU,0.364,21.89°,16.64°,178.23°,353.85°,?,,,,,,,,,,,,1492,15
SDO,2010 ET65,0,200 km,62.51 AU,0.369,30.54°,354.1°,189.57°,0.019°,?,,,,,,,,,,,,1493,15
SDO,2010 MR116,0,109 km,62.54 AU,0.395,19.58°,353.55°,351.79°,16.89°,?,,,,,,,,,,,,1494,15
SDO,2010 XE91,0,94 km,62.614 AU,0.456,17.766°,244.4°,147.427°,21.03°,?,,,,,,,,,,,,1495,15
SDO,2013 FQ28,0,133 km,62.948 AU,0.272,25.705°,229.51°,214.89°,92.132°,?,,,,,,,,,,,,1496,15
SDO,2015 UH87,0,126 km,63.03 AU,0.448,12.11°,10.7°,98.32°,251.2°,?,,,,,,,,,,,,1497,15
SDO,2014 JM80,0,170 km,63.074 AU,0.271,20.479°,96.342°,182.43°,343.18°,?,,,,,,,,,,,,1498,15
SDO,2014 SP363,0,116 km,63.21 AU,0.323,31.19°,267.22°,145.34°,347.99°,?,,,,,,,,,,,,1499,15
SDO,2005 EO297,0,88 km,63.29 AU,0.349,24.99°,349.8°,144.02°,14.08°,?,,,,,,,,,,,,1500,15
SDO,2014 WL510,0,111 km,63.47 AU,0.438,4.675°,320.652°,219.798°,350.595°,?,,,,,,,,,,,,1501,15
SDO,2015 BB519,0,79 km,63.63 AU,0.445,27.259°,297.03°,122°,28.84°,?,,,,,,,,,,,,1502,15
SDO,1998 XY95,0,110 km,63.7 AU,0.415,6.665°,89.64°,47.27°,352.82°,?,,,,,,,,,,,,1503,15
SDO,2015 FG415,0,140 km,63.967 AU,0.437,4.723°,314.55°,6.752°,227.77°,?,,,,,,,,,,,,1504,15
CEN,2000 YY1,0,95 km,64.159 AU,0.532,7.84°,219°,209.61°,331°,?,,,,,,,,,,,,1505,10
CEN,2011 LZ28,0,105 km,64.535 AU,0.567,13.48°,99.77°,315.27°,354.5°,?,,,,,,,,,,,,1506,10
SDO,2014 HC200,0,121 km,64.854 AU,0.424,35.773°,216.08°,44.437°,348.204°,?,,,,,,,,,,,,1507,15
SDO,2014 HO211,0,104 km,64.98 AU,0.415,43.76°,51.34°,175.18°,356.74°,?,,,,,,,,,,,,1508,15
SDO,2015 VG168,0,154 km,65.1 AU,0.473,13.835°,259.35°,56.56°,50.8°,?,,,,,,,,,,,,1509,15
SDO,2010 RE64,0,284 km,65.595 AU,0.444,13.55°,20.572°,67.306°,320.94°,?,,,,,,,,,,,,1510,15
SDO,2014 QB442,0,110 km,65.82 AU,0.444,7.297°,269.03°,75.23°,15.37°,?,,,,,,,,,,,,1511,15
SDO,2008 OG19,0,253 km,66.29 AU,0.418,13.167°,140.53°,164.02°,1.568°,0.609 g/cm3,,,,,,,,,,,,1512,15
SDO,2006 QH181,0,228 km,66.375 AU,0.416,19.063°,208.75°,73.85°,113.85°,?,,,,,,,,,,,,1513,15
CEN,2004 LX32,0,63 km,66.381 AU,0.782,4.838°,40.598°,106.333°,22.857°,?,,,,,,,,,,,,1514,10
SDO,2015 DX224,0,102 km,66.684 AU,0.465,19.21°,151.79°,87.26°,359.16°,?,,,,,,,,,,,,1515,15
SDO,2009 DJ143,0,95 km,66.79 AU,0.439,17.62°,83.77°,141.94°,350.07°,?,,,,,,,,,,,,1516,15
SDO,2005 LC54,0,94 km,67.1 AU,0.46,22.45°,236.7°,65.56°,343.8°,?,,,,,,,,,,,,1517,15
SDO,2021 DR15,0,345 km,67.171 AU,0.437,30.691°,21.846°,334.122°,123.64°,?,,,,,,,,,,,,1518,15
SDO,2003 QK91,0,101 km,67.25 AU,0.428,4.008°,69.3°,276.05°,355.6°,?,,,,,,,,,,,,1519,15
CEN,2002 XU93,0,86 km,67.299 AU,0.688,77.954°,28.135°,90.404°,6.179°,?,,,,,,,,,,,,1520,10
🝽,Gonggong,1,615 km,67.485 AU,0.499,30.627°,207.668°,336.857°,106.496°,1.74 g/cm3,,,,,,,,,,,,1521,13
*,☾,Xiangliu,50 km,"24,021 km",0.291,?,,,,?,,,,,,,,,,,,1522,13
SDO,2014 OP394,0,133 km,67.55 AU,0.457,21.54°,116.93°,199.53°,24.27°,?,,,,,,,,,,,,1523,15
